[INFO 1635536639.436800600] [wave_filter_node]: listened estimated state: {position: {x: 1.084141, y: 1.054022, psi: 1.000000}, velocity: {u: 0.999811, v: -0.000129, r: 0.000005}, time: 0.100000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\wave_filter.py:57)
[INFO 1635536639.438122600] [wave_filter_node]: published filtered state: {position: {x: 1.084141, y: 1.054022, psi: 1.000000}, velocity: {u: 0.999811, v: -0.000129, r: 0.000005}, time: 0.100000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\wave_filter.py:57)
[INFO 1635536639.460310700] [wave_filter_node]: listened estimated state: {position: {x: 1.168269, y: 1.108030, psi: 0.999999}, velocity: {u: 0.999638, v: -0.000258, r: 0.000010}, time: 0.200000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\wave_filter.py:57)
[INFO 1635536639.461271800] [wave_filter_node]: published filtered state: {position: {x: 1.168269, y: 1.108030, psi: 0.999999}, velocity: {u: 0.999638, v: -0.000258, r: 0.000010}, time: 0.200000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\wave_filter.py:57)
[INFO 1635536639.469736400] [wave_filter_node]: listened estimated state: {position: {x: 1.252389, y: 1.162025, psi: 0.999998}, velocity: {u: 0.999496, v: -0.000386, r: 0.000014}, time: 0.300000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\wave_filter.py:57)
[INFO 1635536639.471088900] [wave_filter_node]: published filtered state: {position: {x: 1.252389, y: 1.162025, psi: 0.999998}, velocity: {u: 0.999496, v: -0.000386, r: 0.000014}, time: 0.300000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\wave_filter.py:57)
[INFO 1635536639.480153500] [wave_filter_node]: listened estimated state: {position: {x: 1.336505, y: 1.216010, psi: 0.999996}, velocity: {u: 0.999397, v: -0.000514, r: 0.000019}, time: 0.400000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\wave_filter.py:57)
[INFO 1635536639.481676500] [wave_filter_node]: published filtered state: {position: {x: 1.336505, y: 1.216010, psi: 0.999996}, velocity: {u: 0.999397, v: -0.000514, r: 0.000019}, time: 0.400000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\wave_filter.py:57)
[INFO 1635536639.490732700] [wave_filter_node]: listened estimated state: {position: {x: 1.420624, y: 1.269989, psi: 0.999994}, velocity: {u: 0.999351, v: -0.000640, r: 0.000024}, time: 0.500000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\wave_filter.py:57)
[INFO 1635536639.491764300] [wave_filter_node]: published filtered state: {position: {x: 1.420624, y: 1.269989, psi: 0.999994}, velocity: {u: 0.999351, v: -0.000640, r: 0.000024}, time: 0.500000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\wave_filter.py:57)
[INFO 1635536639.499980400] [wave_filter_node]: listened estimated state: {position: {x: 1.504753, y: 1.323968, psi: 0.999991}, velocity: {u: 0.999364, v: -0.000766, r: 0.000028}, time: 0.600000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\wave_filter.py:57)
[INFO 1635536639.501357200] [wave_filter_node]: published filtered state: {position: {x: 1.504753, y: 1.323968, psi: 0.999991}, velocity: {u: 0.999364, v: -0.000766, r: 0.000028}, time: 0.600000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\wave_filter.py:57)
[INFO 1635536639.510398300] [wave_filter_node]: listened estimated state: {position: {x: 1.588900, y: 1.377952, psi: 0.999988}, velocity: {u: 0.999441, v: -0.000892, r: 0.000033}, time: 0.700000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\wave_filter.py:57)
[INFO 1635536639.511794400] [wave_filter_node]: published filtered state: {position: {x: 1.588900, y: 1.377952, psi: 0.999988}, velocity: {u: 0.999441, v: -0.000892, r: 0.000033}, time: 0.700000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\wave_filter.py:57)
[INFO 1635536639.520212600] [wave_filter_node]: listened estimated state: {position: {x: 1.673074, y: 1.431945, psi: 0.999985}, velocity: {u: 0.999585, v: -0.001017, r: 0.000037}, time: 0.800000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\wave_filter.py:57)
[INFO 1635536639.522152400] [wave_filter_node]: published filtered state: {position: {x: 1.673074, y: 1.431945, psi: 0.999985}, velocity: {u: 0.999585, v: -0.001017, r: 0.000037}, time: 0.800000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\wave_filter.py:57)
[INFO 1635536639.531283800] [wave_filter_node]: listened estimated state: {position: {x: 1.757284, y: 1.485953, psi: 0.999981}, velocity: {u: 0.999796, v: -0.001143, r: 0.000042}, time: 0.900000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\wave_filter.py:57)
[INFO 1635536639.532279100] [wave_filter_node]: published filtered state: {position: {x: 1.757284, y: 1.485953, psi: 0.999981}, velocity: {u: 0.999796, v: -0.001143, r: 0.000042}, time: 0.900000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\wave_filter.py:57)
[INFO 1635536639.540515000] [wave_filter_node]: listened estimated state: {position: {x: 1.841540, y: 1.539983, psi: 0.999976}, velocity: {u: 1.000072, v: -0.001270, r: 0.000046}, time: 1.000000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\wave_filter.py:57)
[INFO 1635536639.541653600] [wave_filter_node]: published filtered state: {position: {x: 1.841540, y: 1.539983, psi: 0.999976}, velocity: {u: 1.000072, v: -0.001270, r: 0.000046}, time: 1.000000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\wave_filter.py:57)
[INFO 1635536639.548829000] [wave_filter_node]: listened estimated state: {position: {x: 1.925848, y: 1.594038, psi: 0.999972}, velocity: {u: 1.000407, v: -0.001399, r: 0.000051}, time: 1.100000} (log_state() at C:\TCC-Autonomous-Ship\src\main_ws\src\install\Lib\site-packages\path_following\wave_filter.py:57)
